user_id,EMIS,School,Sector,supp_learn_envi_score,pos_behav_expec_score,lesson_facilitation_score,cfu_score,feedback_score,ct_score,autonomy_score,perseverance_score,social_score,overall_average_score
1182,906,"IMCB, G-10/4",Urban-II,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.89
2692,479,IMSG (I-V) Maira Malpur,B.K,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.44
2717,424,"IMSB (I-V), DHOKE SYEDAN",B.K,4.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.56
923,283,IMS(I-V) No.2 I-9/4,Urban-II,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.67
917,260,IMS(I-V) No.2 G-9/2,Urban-II,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,3.33
72862,913,"ICG, F-6/2",Urban-I,4.0,4.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,3.33
72985,249,IMS(I-V) F-8/2,Urban-I,4.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,3.33
533,620,IMSB (I-VIII) Dhoke Paracha,Tarnol,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.89
73103,610,IMSG (I-X) Sangjani,Tarnol,3.0,3.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,3.11
3495,715,"IMCG,PEHOUNT",Nilore,4.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,4.0,3.11
2490,459,"IMSG (I-X), MALOT",B.K,4.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,3.0,3.33
2564,470,"IMSG (I-V), DHOKE JERRANI",B.K,4.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,3.11
2480,415,"IMSB (I-VIII), MOHRA NOOR NIH",B.K,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.33
1237,919,"IMCG, F-10/2",Urban-II,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,1.0,3.0
4693,903,"IMCG, F-11/3",Urban-II,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.56
4388,266,IMS(I-V) F-10/4,Urban-II,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,3.22
2625,441,"IMSB (I-VIII), CHATTA BAKHTAWAR",B.K,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3.78
1774,747,IMSG (I-V) CHOUNIAL BANGIAL,Nilore,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,4.11
5107,717,IMSB(I-X) KHANNA NAI ABADI,Nilore,4.0,4.0,5.0,4.0,1.0,4.0,4.0,3.0,4.0,3.67
762,634,IMSB (I-V) Sheikhpur,Tarnol,4.0,3.0,4.0,3.0,2.0,5.0,3.0,2.0,3.0,3.22
2955,915,"IMCG, F-8/1",Urban-I,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,1.0,3.22
3223,217,IMS(I-V) G-7/4,Urban-I,4.0,4.0,4.0,2.0,1.0,3.0,4.0,3.0,1.0,2.89
2926,210,IMS(I-V) G-6/2,Urban-I,3.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.56
108697,628,IMSG (I-VIII) Dhoke Paracha,Tarnol,4.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,5.0,3.78
449,624,IMSG (I-VIII) Pind Paracha,Tarnol,4.0,4.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,4.11
4927,613,IMCG (I-XII) Badana Kalan,Tarnol,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,2.89
3568,434,"IMSB (I-V), SIHALI",B.K,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,4.44
73026,244,IMS(I-V) No.2 G-8/1,Urban-I,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.67
73057,219,IMS(I-V) G-7/3-1,Urban-I,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.33
1640,752,IMSG(I-VIII) KIJNAH,Nilore,4.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,3.56
73022,743,IMSG(I-V)TAMMA,Nilore,4.0,3.0,5.0,4.0,4.0,5.0,3.0,1.0,4.0,3.67
1720,757,IMSG (I-V) CHAPPAR Ghasota (F.A),Nilore,4.0,3.0,4.0,3.0,5.0,4.0,1.0,3.0,3.0,3.33
3472,755,IMSG(I-V) KALIA,Nilore,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,2.0,3.33
4874,917,"IMCG, St. # 23, I-10/4",Urban-II,4.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,3.89
4635,415,"IMSB (I-VIII), MOHRA NOOR NIH",B.K,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.67
1267,269,IMS(I-V) G-10/3,Urban-II,4.0,4.0,5.0,3.0,3.0,3.0,2.0,4.0,5.0,3.67
2479,415,"IMSB (I-VIII), MOHRA NOOR NIH",B.K,2.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0
2616,463,"IMSG (I-X), MOHRA NOOR",B.K,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0
1434,284,IMSG (I-VIII) I-8/1,Urban-II,4.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,4.0,2.67
4209,726,IMSB(I-V)SOHAN,Nilore,3.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,2.89
3753,555,IMSB (I-V) Humak,Sihala,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.11
4633,291,IMS (I-V) I-10/2,Urban-II,5.0,4.0,5.0,4.0,2.0,2.0,3.0,2.0,3.0,3.33
3905,291,IMS (I-V) I-10/2,Urban-II,5.0,4.0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,3.11
4398,517,IMSG (I-VIII) Rajwal,Sihala,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.56
1943,526,IMSG (I-V) Sheikhpur,Sihala,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.67
3635,558,IMSB (I-VIII) Herdogher,Sihala,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.44
592,609,IMSB (I-X) Badana Kalan,Tarnol,2.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.89
2716,474,"IMSG (I-V), SHAH PUR",B.K,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.67
1213,265,IMS(I-V) F-10/2,Urban-II,4.0,4.0,5.0,3.0,4.0,2.0,3.0,5.0,3.0,3.67
1394,901,"IMCB, F-10/3",Urban-II,4.0,5.0,4.0,4.0,5.0,1.0,2.0,3.0,2.0,3.33
5030,903,"IMCG, F-11/3",Urban-II,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,2.44
108379,414,IMSB (I-V) MAIRA BEGWAL (evening),B.K,4.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,3.56
1769,728,IMSB(I-V)KHADRAPPAR,Nilore,4.0,4.0,5.0,2.0,1.0,3.0,2.0,1.0,4.0,2.89
4892,917,"IMCG, St. # 23, I-10/4",Urban-II,5.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.67
2732,435,"IMSB (I-V), TALHAR (FA) IBD",B.K,4.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,2.67
3209,240,IMSG (I-VIII) G-8/4,Urban-I,2.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0
1510,744,IMSG(I-V) ALI PUR (MV),Nilore,4.0,4.0,5.0,4.0,3.0,2.0,5.0,3.0,1.0,3.44
103712,628,IMSG (I-VIII) Dhoke Paracha,Tarnol,3.0,4.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,2.44
4277,904,"IMCB, F-7/3",Urban-I,4.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,4.0,3.33
759,644,IMSB (I-V) Seri Saral,Tarnol,4.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.44
1220,919,"IMCG, F-10/2",Urban-II,4.0,5.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.67
4726,206,IMS(I-V) G-6/4,Urban-I,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.78
5056,217,IMS(I-V) G-7/4,Urban-I,3.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.22
1823,511,IMSG (I-X) Gagri,Sihala,4.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.67
34,575,IMS (I-V) Gohra Shahan,Sihala,4.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.89
1458,506,IMSG (I-X) Dhoke Gangal,Sihala,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.56
4091,557,IMSB (I-V) Mughal,Sihala,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,2.11
2199,539,IMSG (I-V) PWD Col,Sihala,5.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.56
3683,573,IMSG (I-V) CBR Colony,Sihala,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.22
4404,566,IMSB (I-V) Bhangril,Sihala,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.67
1824,540,IMSG (I-V) Sihala Khurd,Sihala,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.11
1915,550,IMSB (I-X) Banni Saran,Sihala,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,2.89
4443,232,IMSB (I-X) P.M. Colony G-5,Urban-I,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,3.22
1492,703,IMSB(I-X) TUMAIR,Nilore,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.44
714,632,IMSB (I-V) Sang Jani,Tarnol,3.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,4.0,2.67
1133,258,IMSG(I-X) G-9/1,Urban-II,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,1.0,3.78
1142,258,IMSG(I-X) G-9/1,Urban-II,4.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,3.11
188,649,IMSG (I-V) Pind Parian,Tarnol,3.0,3.0,5.0,3.0,2.0,3.0,3.0,2.0,1.0,2.78
4463,432,"IMSB (I-V), PIND BEGWAL",B.K,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.56
7200,216,IMS(I-V) G-7/1,Urban-I,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.56
3526,722,IMSG(I-VIII) KH. DAK,Nilore,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,2.89
4164,459,"IMSG (I-X), MALOT",B.K,4.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,3.67
2754,467,"IMSG (I-VIII), SANJALIAN",B.K,4.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,1.0,2.78
1112,280,IMS(I-V) I-8/1,Urban-II,4.0,4.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0,3.89
109296,254,IMS(I-V) No.3 St 68 G-9/3,Urban-II,4.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,5.0,3.22
999,290,IMS(I-V) No.2 I-10/1,Urban-II,4.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0,2.67
1386,901,"IMCB, F-10/3",Urban-II,4.0,4.0,5.0,5.0,5.0,3.0,2.0,5.0,3.0,4.0
3447,764,IMSB(I-V) SIRRI,Nilore,5.0,4.0,5.0,3.0,3.0,5.0,4.0,2.0,5.0,4.0
4804,918,"IMCG, I-8/4",Urban-II,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.33
1436,284,IMSG (I-VIII) I-8/1,Urban-II,5.0,2.0,5.0,3.0,3.0,4.0,2.0,2.0,4.0,3.33
2435,425,"IMSB (I-V), DOHALA SYEDAN",B.K,4.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,2.0,3.78
1776,747,IMSG (I-V) CHOUNIAL BANGIAL,Nilore,5.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,4.22
1009,277,IMS(I-V) G-11/2,Urban-II,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.33
451,624,IMSG (I-VIII) Pind Paracha,Tarnol,3.0,4.0,5.0,3.0,1.0,4.0,3.0,3.0,1.0,3.0
2117,514,IMSG (I-VIII) Mohri Rawat,Sihala,4.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,4.0,3.56
2194,539,IMSG (I-V) PWD Col,Sihala,5.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,4.22
3520,718,IMSB(I-VIII) ALI PUR,Nilore,5.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,5.0,4.0
4962,245,IMS(I-V) No.3 G-8/1,Urban-I,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.78
1667,714,"IMCG,JAGIOT",Nilore,4.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,5.0,3.78
3492,715,"IMCG,PEHOUNT",Nilore,4.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,3.22
450,624,IMSG (I-VIII) Pind Paracha,Tarnol,2.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,1.0,3.67
72902,415,"IMSB (I-VIII), MOHRA NOOR NIH",B.K,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.89
893,281,IMSG (I-VIII) I-9/4,Urban-II,3.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,3.78
1272,269,IMS(I-V) G-10/3,Urban-II,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,4.11
5006,910,"IMCB, I-8/3",Urban-II,4.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,2.22
1638,765,IMSG(I-V) FRASH TOWN,Nilore,4.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.56
7200,216,IMS(I-V) G-7/1,Urban-I,3.0,4.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,2.56
2900,216,IMS(I-V) G-7/1,Urban-I,4.0,4.0,5.0,4.0,1.0,2.0,2.0,4.0,2.0,3.11
9544,270,IMS(I-V) G-10/4,Urban-II,4.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0,1.0,3.0
1908,554,IMSB (I-VIII) Ara Burji,Sihala,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,2.67
706,613,IMCG (I-XII) Badana Kalan,Tarnol,3.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,1.0,3.0
2945,408,IMSB (I-X) SHAHDARA,B.K,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.67
634,923,IMCB G-13/2,Tarnol,3.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.78
843,291,IMS (I-V) I-10/2,Urban-II,5.0,4.0,3.0,4.0,3.0,1.0,4.0,3.0,3.0,3.33
430,614,IMCG (I-XII) Tarnaul,Tarnol,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0
2477,458,"IMSG (I-X), SAID PUR",B.K,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.11
2396,445,"IMSG (I-X), NHC",B.K,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.11
2302,424,"IMSB (I-V), DHOKE SYEDAN",B.K,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.33
3089,204,IMS (I-V) G-6/1-3,Urban-I,3.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,2.33
1027,262,IMS(I-V) No.4 G-9/2,Urban-II,4.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,4.0,3.0
3445,764,IMSB(I-V) SIRRI,Nilore,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.89
3446,764,IMSB(I-V) SIRRI,Nilore,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,4.33
1645,763,IMSG(I-V) ALI PUR SOUTH,Nilore,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,3.11
72867,404,IMSB (I-X) CHATTAR,B.K,5.0,4.0,5.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0
1715,742,IMSG(I-V) NO.2 TARLAI,Nilore,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,3.44
4317,208,IMS(I-V) G-6/2 Café Iram,Urban-I,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,2.67
796,921,IMCG G-13/1,Tarnol,4.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,2.89
361,649,IMSG (I-V) Pind Parian,Tarnol,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.78
109376,637,IMSB (I-V) Shah Allah Ditta,Tarnol,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.89
354,630,IMSB (I-V) Tarnaul,Tarnol,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,1.0,3.0
4017,907,"IMCB, G-11/1",Urban-II,4.0,5.0,5.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0
3773,277,IMS(I-V) G-11/2,Urban-II,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,3.67
4397,575,IMS (I-V) Gohra Shahan,Sihala,3.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,2.67
3608,465,"IMSG (I-VIII), BOBRI",B.K,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.67
3070,447,IMSG (I-X) GOKINA,B.K,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.22
2424,475,"IMSG (I-V), SUBBAN",B.K,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
2010,571,IMSB (I-V)Chak Kamdar,Sihala,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.22
1821,540,IMSG (I-V) Sihala Khurd,Sihala,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.56
112076,565,IMSB (I-V) Kortana,Sihala,3.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,2.33
629,422,"IMSB (I-V), CHAHANN MASTAL (F.A) H-11",Tarnol,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,3.11
2467,458,"IMSG (I-X), SAID PUR",B.K,5.0,5.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,3.44
72885,420,"IMSB (I-V), ATHAL",B.K,3.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0
5013,526,IMSG (I-V) Sheikhpur,Sihala,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.22
1951,527,IMSG (I-V) Herdogher,Sihala,3.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.11
1744,716,"IMCG,THANDA PANI (FA)",Nilore,3.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.44
3604,478,"IMSG (I-V), MALPUR (F.A)",B.K,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,3.56
3245,236,IMSG(I-X) E-9,Urban-I,4.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,2.67
102,531,IMSG (I-V) Hoon Dhamial,Sihala,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.22
1998,548,IMSB (I-X) Gagri,Sihala,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.11
4793,918,"IMCG, I-8/4",Urban-II,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.11
4878,917,"IMCG, St. # 23, I-10/4",Urban-II,5.0,4.0,5.0,4.0,2.0,4.0,3.0,2.0,2.0,3.44
1221,921,IMCG G-13/1,Tarnol,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.11
4231,228,IMS(I-V) F-6/1,Urban-I,4.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,1.0,2.89
3550,438,"IMSB (I-V), KUREE",B.K,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,1.0,3.78
1495,703,IMSB(I-X) TUMAIR,Nilore,5.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,4.0,3.56
109644,630,IMSB (I-V) Tarnaul,Tarnol,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.11
1145,258,IMSG(I-X) G-9/1,Urban-II,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.11
1151,258,IMSG(I-X) G-9/1,Urban-II,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,1.0,3.89
3975,212,IMS(I-V) G-6/1-2,Urban-I,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.67
2892,216,IMS(I-V) G-7/1,Urban-I,4.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,4.44
5256,611,IMSG (I-X) Jhangi Syedan (F.A.),Tarnol,5.0,3.0,5.0,4.0,4.0,5.0,2.0,3.0,3.0,3.78
3167,211,IMSG (I-X) P.E. CLY G-5,Urban-I,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,3.33
2486,415,"IMSB (I-VIII), MOHRA NOOR NIH",B.K,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,3.78
3991,281,IMSG (I-VIII) I-9/4,Urban-II,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,1.0,3.44
889,281,IMSG (I-VIII) I-9/4,Urban-II,4.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.78
2480,415,"IMSB (I-VIII), MOHRA NOOR NIH",B.K,4.0,4.0,5.0,4.0,4.0,1.0,3.0,2.0,4.0,3.44
60,435,"IMSB (I-V), TALHAR (FA) IBD",B.K,4.0,5.0,5.0,4.0,5.0,2.0,2.0,3.0,1.0,3.44
83701,463,"IMSG (I-X), MOHRA NOOR",B.K,5.0,4.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,2.89
1662,755,IMSG(I-V) KALIA,Nilore,4.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,2.56
4059,742,IMSG(I-V) NO.2 TARLAI,Nilore,2.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.89
3875,240,IMSG (I-VIII) G-8/4,Urban-I,4.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,2.67
662,622,IMSB (I-VIII) Chellow,Tarnol,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.44
4934,904,"IMCB, F-7/3",Urban-I,4.0,5.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.44
109376,637,IMSB (I-V) Shah Allah Ditta,Tarnol,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.89
4642,263,IMS(I-V) G-9/1,Urban-II,4.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,3.44
1888,508,IMCG Lohi Bher,Sihala,3.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.67
108260,528,IMSG (I-V) Mughal,Sihala,4.0,3.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.33
2010,571,IMSB (I-V)Chak Kamdar,Sihala,3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0
4114,288,IMSG (I-VIII) I-10/4,Urban-II,4.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0
5250,262,IMS(I-V) No.4 G-9/2,Urban-II,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,2.67
3331,227,IMSG (I-X) P.M. Colony G-5,Urban-I,4.0,4.0,5.0,4.0,3.0,2.0,3.0,2.0,2.0,3.22
1653,750,IMSG(I-V) DHOK FATHALL,Nilore,2.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,2.11
4785,918,"IMCG, I-8/4",Urban-II,4.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0
132,767,IMSB(I-V)BIATH,Nilore,4.0,4.0,3.0,3.0,1.0,2.0,4.0,4.0,1.0,2.89
49,642,IMSB (I-V) Pind Parian,Tarnol,4.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,2.67
72890,622,IMSB (I-VIII) Chellow,Tarnol,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,2.11
986,273,IMS(I-V) No.2 G-10/2,Urban-II,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.33
3636,558,IMSB (I-VIII) Herdogher,Sihala,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.22
3686,573,IMSG (I-V) CBR Colony,Sihala,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.78
4284,291,IMS (I-V) I-10/2,Urban-II,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.78
4429,232,IMSB (I-X) P.M. Colony G-5,Urban-I,4.0,4.0,5.0,5.0,3.0,4.0,2.0,2.0,1.0,3.33
3858,234,IMS(I-V) No.1 E-8,Urban-I,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.11
1491,703,IMSB(I-X) TUMAIR,Nilore,5.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,4.0,3.11
626,422,"IMSB (I-V), CHAHANN MASTAL (F.A) H-11",Tarnol,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.56
3633,259,IMS(I-V) No.1 G-9/2,Urban-II,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,1.0,3.33
1246,288,IMSG (I-VIII) I-10/4,Urban-II,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0
4178,520,IMSG (I-V) (M.T) Humak,Sihala,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.89
1856,520,IMSG (I-V) (M.T) Humak,Sihala,3.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0
2854,229,IMS(I-V) F-6/3,Urban-I,4.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,3.67
4666,913,"ICG, F-6/2",Urban-I,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.44
2983,205,IMS(I-V) G-6/1-4,Urban-I,3.0,3.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,2.78
1643,763,IMSG(I-V) ALI PUR SOUTH,Nilore,3.0,4.0,5.0,2.0,3.0,2.0,5.0,2.0,5.0,3.44
4339,640,IMSB (I-V) JOHD,Tarnol,3.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0
4836,230,"IMS (I-V), F-7/2-4",Urban-I,4.0,2.0,5.0,4.0,4.0,2.0,2.0,1.0,1.0,2.78
3844,271,IMS(I-V) G-10/1,Urban-II,4.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.33
108264,265,IMS(I-V) F-10/2,Urban-II,4.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.22
1774,747,IMSG (I-V) CHOUNIAL BANGIAL,Nilore,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.44
